entity_id,entity_type,department,home_country,default_city,default_ip,default_device,preferred_login_window,preferred_auth_method,preferred_resources
57f80a2b-64ec-4bdb-9bcc-23571e75be4a,User,Finance,Guernsey,Lake Daniellehaven,147.237.115.104,Windows 10 - Edge,10:00-18:00,Biometric,"Database,AWS Console,GitLab,VPN"
ddbc0949-276f-489e-8d8d-9b6614c2cfae,User,Engineering,Netherlands,Lake Theresastad,52.59.41.93,macOS 13 - Safari,11:00-20:00,Hardware Token,GitLab
ed97bae2-7436-4482-ae11-ad25e70441da,User,Operations,Honduras,Port Cassidy,119.5.187.42,Ubuntu 22.04 - Chrome,07:00-16:00,SSO,"Jira,Intranet,Database"
a86dc8e7-0b2b-416a-b412-7d3358940480,Device,IT,Canada,North Stephanie,72.117.8.126,IoT Sensor,07:00-15:00,Hardware Token,"Confluence,VPN,AWS Console,Database"
63c009d6-a1b2-458b-957e-50ddc13030b0,User,HR,Uruguay,West Richardland,151.249.204.200,Ubuntu 22.04 - Chrome,09:00-17:00,Hardware Token,"Email,CRM"
4c25351f-8912-4d5c-a2b8-24de2cc2a8ef,User,Executive,Swaziland,North Erinfurt,76.215.101.102,macOS 13 - Safari,09:00-17:00,SSO,"Confluence,Intranet,Jira"
4a127f57-29c1-4c00-b5ba-5a9dee67bdc2,User,Finance,Heard Island and McDonald Islands,Toddstad,33.73.73.22,Ubuntu 22.04 - Edge,09:00-17:00,Password,GitLab
24eb2b10-47a1-4f10-992c-61f54a415f61,User,HR,Macao,Port Amberstad,153.101.193.52,Windows 11 - Edge,11:00-20:00,Password,"Intranet,Email,HRIS"
dcd69345-7a5a-43f1-8ff0-98fce29a0df0,User,Marketing,Sri Lanka,Woodbury,40.143.126.234,Windows 10 - Safari,11:00-20:00,Password,"Intranet,CRM,VPN"
1aea8e25-81f0-454e-88d5-0e2c0d7cae20,User,Engineering,Eritrea,Judyland,75.186.175.21,macOS 13 - Chrome,10:00-18:00,Password,"Intranet,CRM"
5c4eb3b6-7f9d-4ec1-9bef-f8617f13d217,User,Sales,Mexico,Younghaven,178.127.107.41,Ubuntu 22.04 - Edge,09:00-19:00,Hardware Token,Confluence
2b6b6335-fff6-4b79-8e2b-addd62df1915,User,Marketing,Iceland,New Michaelfurt,7.37.146.98,macOS 13 - Edge,07:00-16:00,MFA,"Confluence,AWS Console,CRM"
d32346d9-1142-463d-bf92-d26a4abdb6cb,Device,IT,Mongolia,New Deniseside,190.123.101.190,App Server,08:00-16:00,Password,HRIS
0a60cd24-7c14-436a-b9a8-cae6f60cb393,User,HR,Papua New Guinea,Lake Taylor,169.35.251.233,Windows 10 - Edge,11:00-19:00,Password,"AWS Console,Email"
cf3f888d-adb6-4f8e-850c-17e6547b03c5,User,Operations,Russian Federation,Cameronland,171.67.98.137,macOS 13 - Chrome,06:00-16:00,Biometric,"HRIS,Intranet,CRM,Jira"
0d9a5e9c-54fa-4ce4-a6a0-f0641c470bcc,Device,IT,Bahrain,Sandershaven,84.56.128.214,Network Router,06:00-14:00,Biometric,"Database,Intranet,Email"
51c28ebd-1b19-49b8-8fff-24091b507240,User,Executive,Lesotho,Lake Makayla,9.165.199.250,Windows 10 - Edge,10:00-19:00,Password,"Intranet,AWS Console"
9295c2f3-af23-4a96-b038-0133a13b4e96,Device,IT,Paraguay,Port Antonio,26.84.33.107,IoT Sensor,11:00-20:00,Hardware Token,"Confluence,VPN"
79641fa8-2586-4b05-8a23-a0c56ff4d963,User,IT,Haiti,South Mia,115.62.77.129,macOS 13 - Edge,07:00-16:00,MFA,"HRIS,Intranet"
e4cfdc3c-e119-4b08-9dc2-97619eac4ec5,User,Sales,Western Sahara,South Tiffany,146.253.67.206,Windows 10 - Chrome,09:00-18:00,Hardware Token,"AWS Console,Confluence"
24a16d82-b239-437a-92ca-9a7d058e2119,User,Operations,Japan,Samuelmouth,59.212.13.181,Windows 10 - Chrome,06:00-16:00,Hardware Token,"HRIS,Jira"
f164b82f-7549-48ba-84cc-40449d62434a,User,Engineering,Turkmenistan,Morrisonfort,17.17.179.251,Windows 11 - Firefox,11:00-21:00,Password,Database
dce84429-da6c-483c-ab77-10a68837deff,Device,IT,Austria,North Todd,212.4.147.64,Load Balancer,06:00-16:00,SSO,"GitLab,CRM,HRIS"
e4d5a2e6-4c5e-4e9c-b50e-4645fe8afb0e,User,IT,Anguilla,Ashleeburgh,9.231.13.184,macOS 13 - Edge,08:00-17:00,SSO,"AWS Console,Database,Confluence"
5ec8e5ac-09a7-46fd-988f-ce97226cfaba,Device,IT,Switzerland,Danielport,79.225.85.96,Database Server,08:00-17:00,MFA,"HRIS,VPN,AWS Console,GitLab"
be4d5716-2915-461e-a75d-d2a32856a330,Device,IT,Moldova,North Edwinside,191.203.5.77,App Server,11:00-21:00,Password,"AWS Console,GitLab,Jira,Database"
531a9899-087a-4734-ad24-dab886a3c5fc,User,Executive,Mauritania,North Gerald,181.171.5.175,Ubuntu 22.04 - Edge,11:00-19:00,Password,"AWS Console,CRM,Confluence,Intranet"
09bfcff2-5afb-4f1d-a847-d6510a7618c3,User,Finance,Spain,Williamsland,193.79.217.19,macOS 13 - Firefox,11:00-21:00,MFA,"Jira,CRM,Email,GitLab"
29fb7bd5-9631-4ce8-aac7-43ac4ff3fb54,User,Sales,Senegal,Micheleton,79.192.112.133,Windows 10 - Edge,09:00-17:00,MFA,VPN
b6fdbe33-7383-4835-9eea-ef9a6e25050c,User,Operations,Sri Lanka,Gregoryfort,192.88.201.146,macOS 13 - Safari,11:00-20:00,Biometric,"Jira,Intranet,GitLab"
113283e2-d40f-4d06-a697-e227d603a478,Device,IT,Antigua and Barbuda,Audreyport,181.75.197.94,Network Router,11:00-21:00,Hardware Token,"Confluence,GitLab,Intranet,CRM"
52b102d9-068d-4bea-83b1-150faff270cd,User,IT,Sierra Leone,Raymondbury,108.167.248.228,macOS 13 - Chrome,06:00-16:00,Password,"AWS Console,VPN,Database,Intranet"
d61dea87-2cd4-4b39-94d2-1ea20ebcbb56,Device,IT,Afghanistan,Lake Lindseyview,124.155.170.255,IoT Sensor,09:00-19:00,Biometric,"Email,CRM,Database,HRIS"
13f5b2f6-cdcf-455e-8707-985c1bd70ca5,User,Operations,Ukraine,Port John,102.106.255.90,Windows 10 - Chrome,11:00-21:00,MFA,"GitLab,CRM,AWS Console,Intranet"
6f30a026-40ba-4a3e-b833-82c1c632d333,User,Engineering,Macao,East Pedro,100.135.201.69,Windows 10 - Firefox,07:00-17:00,SSO,GitLab
44293230-c1ec-4b64-8d93-5927b0639e6a,User,Operations,Falkland Islands (Malvinas),Lake Stephanie,91.174.124.34,macOS 13 - Firefox,08:00-16:00,Hardware Token,"GitLab,CRM,HRIS,AWS Console"
95d53fd3-c2fb-4b4b-b931-e7a5905b91f6,User,Executive,Panama,West Curtis,213.66.153.255,Windows 11 - Chrome,10:00-20:00,Password,"Database,Email,CRM"
6cb81f20-5cc3-421c-af29-55f3f1f473b0,User,Marketing,South Africa,Port Ronald,86.152.110.218,macOS 13 - Chrome,06:00-15:00,MFA,"VPN,AWS Console,Jira,HRIS"
bfd7cc58-1a38-4d51-a06d-b69235f7766d,User,HR,Egypt,Davilamouth,12.113.203.151,Ubuntu 22.04 - Firefox,07:00-15:00,Password,"CRM,Email"
1e1f3be0-2ed5-40a6-b7e1-598b7c19823f,User,Marketing,Niger,South Christytown,151.18.185.62,macOS 13 - Chrome,06:00-16:00,SSO,VPN
9076bea1-b00c-45b9-befd-b63c8ff763fd,User,Finance,Bahamas,Lake Johnville,70.247.128.38,Ubuntu 22.04 - Safari,07:00-16:00,SSO,Intranet
2ce64956-3401-4782-9e96-185dbb8189c3,Device,IT,Guam,South Joshuachester,97.225.149.76,IoT Sensor,11:00-20:00,Password,"Database,CRM,Intranet"
fe801c4c-85fa-4f09-8d98-43f4658db8ae,User,Sales,Argentina,South Gabriellafurt,72.152.92.39,Ubuntu 22.04 - Chrome,10:00-19:00,SSO,"Intranet,CRM,HRIS"
7f5a0698-1664-4181-b957-42983dd45c54,User,Sales,Chile,Michellebury,166.189.255.200,Windows 11 - Chrome,06:00-16:00,MFA,HRIS
aad87ae1-32a4-49a5-bcd8-fc754ae2afd5,User,Sales,British Indian Ocean Territory (Chagos Archipelago),Lake Benjaminville,189.232.212.121,Ubuntu 22.04 - Chrome,11:00-19:00,Hardware Token,Intranet
9ca75d73-f96f-4a0e-ba51-eea7cac7abab,User,Sales,Falkland Islands (Malvinas),Briannatown,157.228.16.109,Windows 11 - Edge,06:00-14:00,Biometric,"GitLab,Intranet,Database,Jira"
6c45c89d-290b-4911-9548-ffba26299811,Device,IT,San Marino,South Daniel,27.225.57.111,Database Server,09:00-19:00,Biometric,"HRIS,Email,CRM,Intranet"
8df4964d-e634-4e23-8096-6aa127070bb2,User,IT,Gibraltar,North Cameronton,13.54.246.201,Windows 11 - Edge,09:00-17:00,Password,"Email,Intranet"
6bd880a9-cc5a-4041-9fde-54ecf61fa58c,User,Sales,Afghanistan,East Elizabeth,137.191.142.43,Windows 10 - Firefox,11:00-19:00,Biometric,"AWS Console,Confluence"
c5a235f5-212a-4c13-8c17-20c2a18eae7e,Device,IT,Senegal,East Stephanie,95.204.55.116,IoT Sensor,11:00-19:00,SSO,"VPN,HRIS"
845fac08-4317-405e-81e3-a0791d0e0d39,User,Sales,El Salvador,Deckerland,126.93.163.47,Windows 10 - Firefox,09:00-18:00,Biometric,Intranet
cf267664-01e3-4140-b6f5-77c3aa6a0d31,User,HR,Spain,Hicksfurt,120.215.209.0,macOS 13 - Safari,11:00-20:00,Hardware Token,AWS Console
37553c82-8860-41a2-96a9-277ae9208308,User,Operations,Somalia,Tommyside,40.216.132.164,macOS 13 - Firefox,11:00-21:00,Hardware Token,"Email,Intranet,CRM,Confluence"
dc3d2cf8-a8bd-485e-8a36-63ffa299af3c,User,Sales,Saint Pierre and Miquelon,Jacobport,58.237.244.51,macOS 13 - Firefox,07:00-16:00,SSO,"GitLab,CRM,Intranet,AWS Console"
f4b14f77-25a0-47e8-9d17-bb8e4014f578,User,Operations,Palau,Port Andreaport,37.95.223.40,Windows 11 - Safari,07:00-17:00,MFA,"Email,HRIS"
f7702878-2509-4e42-9024-69a41dc21997,User,Executive,France,West Blakeland,99.0.85.20,Windows 10 - Safari,09:00-18:00,Biometric,"Database,Email,Jira"
b7fb977f-58ca-4fa7-820e-15fae70aeea9,User,Finance,Antarctica (the territory South of 60 deg S),Freemanshire,68.2.113.199,Windows 11 - Safari,09:00-19:00,Biometric,AWS Console
c912a338-0cc0-4609-8d15-28bab871b44b,User,HR,Holy See (Vatican City State),Alexanderview,192.135.152.137,Windows 11 - Chrome,06:00-16:00,Biometric,GitLab
bce849ee-4777-455b-92cb-54f361706a8f,Device,IT,Botswana,Dixonberg,218.122.17.19,Load Balancer,10:00-18:00,SSO,"Database,AWS Console"
94b61d23-a355-4d5d-bba4-57abd92ea900,User,Operations,French Guiana,South Bethberg,168.248.59.38,Windows 11 - Safari,11:00-19:00,Hardware Token,"Jira,GitLab"
3aaf3c98-901a-4f96-b274-9f75678f0ff8,User,Sales,Guadeloupe,Port Colleen,163.125.17.118,Windows 11 - Firefox,08:00-17:00,SSO,"HRIS,Jira,AWS Console"
5704e871-cd0e-4d25-bef9-c9073153e68c,User,IT,Colombia,Port Jeffreyshire,179.37.93.51,Windows 10 - Edge,08:00-16:00,Biometric,"CRM,Email,Database"
5895d877-447f-48e1-80d3-07310a72e6a9,User,Engineering,Philippines,Peterfort,134.102.166.0,Windows 11 - Safari,11:00-19:00,Hardware Token,"GitLab,HRIS,VPN,Intranet"
3d367bfa-647a-4189-9a18-e044c6e5907c,User,Engineering,Cayman Islands,Christopherville,105.33.66.236,Windows 11 - Chrome,07:00-15:00,Hardware Token,"VPN,Email,AWS Console,CRM"
d73aada5-3c87-4bd7-88d8-d61c7fca43bb,User,Marketing,Tanzania,Tranmouth,157.66.70.145,macOS 13 - Firefox,10:00-20:00,Biometric,Jira
3aad11a1-d31f-4778-a403-bdd3371d94a8,Device,IT,Jordan,North Kevin,166.253.156.234,Load Balancer,06:00-14:00,SSO,"HRIS,AWS Console,Email,GitLab"
66b01a70-1289-4b3a-acd9-371888c5ca0a,Device,IT,Jamaica,East Shane,136.91.105.50,Database Server,09:00-18:00,MFA,"Database,HRIS,GitLab,Jira"
f1e766cd-2107-4d59-82b5-02cce01cc20b,User,Executive,French Southern Territories,Lake Eddieville,141.222.244.194,Windows 11 - Safari,06:00-16:00,SSO,"GitLab,CRM"
e10c8d43-b563-4107-977d-056d9c488116,User,HR,United Arab Emirates,Nelsonport,160.112.93.45,Windows 10 - Edge,08:00-16:00,Password,"Database,VPN,AWS Console"
fa4107ad-014f-4b6d-b0c6-7ecaab4dcd32,User,IT,United States Virgin Islands,South Chelsea,47.124.94.85,Windows 10 - Chrome,06:00-16:00,SSO,GitLab
78d37773-cbee-45ea-a64f-21310163ed3d,User,Executive,Cook Islands,Donnamouth,214.219.169.42,Windows 11 - Chrome,08:00-16:00,Password,Database
1433fbcf-22a3-41df-a332-d557b5f6e3b7,User,Sales,Ghana,Thompsonburgh,99.87.244.247,Windows 11 - Safari,11:00-19:00,Biometric,Jira
c828bfb2-9bce-4deb-b66a-f3149c160cf1,User,Engineering,Argentina,New Ronald,66.107.37.141,Ubuntu 22.04 - Edge,09:00-18:00,Password,GitLab
bbcf822c-867e-4c4e-98b6-b35bb2816b78,User,Sales,Wallis and Futuna,Port Patrickmouth,74.9.130.134,Windows 10 - Firefox,08:00-16:00,MFA,"Database,Intranet,VPN"
38cfe8a1-b8a7-4ff7-86d9-235fdb9017cc,User,Operations,Cote d'Ivoire,Gibsonmouth,51.2.121.225,Windows 11 - Chrome,09:00-19:00,SSO,"CRM,VPN,Confluence,Intranet"
1c2da290-ad8d-4b0b-ac4c-240ee41cdbb1,User,HR,New Caledonia,Schroederland,193.227.251.234,macOS 13 - Safari,09:00-19:00,Hardware Token,"Confluence,AWS Console,VPN,Intranet"
ff416866-9d52-42a7-85c1-940e77985bec,User,Engineering,Bulgaria,West Elizabethburgh,214.227.95.150,Windows 10 - Firefox,06:00-14:00,Biometric,"GitLab,Jira,Intranet,Email"
ab2768ed-5e0b-4f75-89ac-35007296ccb8,Device,IT,Cambodia,West Jeffreybury,45.13.170.65,Network Router,08:00-18:00,Hardware Token,Email
320a17f6-a80a-46e1-8cd7-4bd1bc46d825,User,Operations,Antarctica (the territory South of 60 deg S),Richardshire,142.228.238.85,Ubuntu 22.04 - Chrome,09:00-19:00,Biometric,"Email,Database"
97930139-c9fd-4f8f-ba7d-6d4e27c7a21c,User,Finance,Pakistan,North Deborahbury,179.9.199.3,Ubuntu 22.04 - Safari,09:00-17:00,MFA,"GitLab,HRIS,Intranet,Confluence"
7f08f379-3021-4374-b751-26dc89d6f202,User,HR,Malta,Annaport,201.93.86.28,Ubuntu 22.04 - Chrome,10:00-19:00,Password,"Email,Jira"
7c471295-29a7-4df7-affc-3a79526df374,User,Executive,Qatar,South Jacob,161.176.130.165,Windows 11 - Chrome,06:00-14:00,SSO,Confluence
b42aac41-2733-4aa4-8449-e851acee9e67,User,Operations,Uzbekistan,Victoriaton,78.35.115.180,macOS 13 - Safari,06:00-16:00,Hardware Token,"Email,AWS Console"
0c8df462-26ff-498f-a7ee-c99442f415a1,User,HR,Mayotte,Ericbury,45.186.246.127,macOS 13 - Edge,07:00-16:00,Hardware Token,"VPN,AWS Console,Intranet,Jira"
4bad5fb8-285c-4740-9dcd-62efc45c0084,User,IT,Vietnam,Davisborough,67.111.214.247,Ubuntu 22.04 - Edge,11:00-20:00,Hardware Token,"HRIS,VPN,Jira"
775df3c9-76d6-4ae8-a7c2-7d2da8e2172d,User,IT,New Caledonia,Stephensberg,87.141.59.3,Windows 11 - Safari,09:00-18:00,Hardware Token,"CRM,Database"
77c4feb8-048a-400b-ab26-39c526dc0230,Device,IT,Georgia,North Christytown,4.248.205.68,Database Server,06:00-14:00,MFA,"CRM,GitLab"
6cad6a25-b9e8-4285-ac91-60e5204c0071,User,IT,South Africa,West Eric,182.11.234.205,Ubuntu 22.04 - Safari,06:00-16:00,SSO,"Database,AWS Console,CRM,GitLab"
3bd4c24d-86c3-4bc8-b5e9-bd9a297b07e5,User,Operations,Tokelau,New Adam,171.58.69.28,Ubuntu 22.04 - Chrome,10:00-20:00,Password,"VPN,HRIS,Confluence,Database"
e0b8e38e-6481-48e1-b3ea-da2d60dcce16,Device,IT,Gambia,Garciaside,91.30.211.69,App Server,09:00-17:00,Password,Email
936f8dc9-7554-4c6b-aff8-dd0dfe7f413a,User,Engineering,Peru,North Cynthiatown,19.23.142.231,Windows 11 - Chrome,11:00-20:00,Hardware Token,"GitLab,Intranet,Jira"
f37a3ba8-fea8-4e49-8879-0b3ab35b3f9a,User,IT,Sierra Leone,Russellstad,41.111.23.182,Ubuntu 22.04 - Safari,07:00-17:00,Hardware Token,"VPN,AWS Console,HRIS,Email"
6c93703a-f182-41fa-b4bc-39de227d8444,User,Executive,Peru,East Curtis,145.63.250.135,Ubuntu 22.04 - Chrome,11:00-19:00,SSO,"Database,Email,VPN"
9f9691c3-3d77-458f-bb77-d4336763403f,Device,IT,Andorra,North Thomasborough,217.31.91.73,Load Balancer,07:00-17:00,SSO,"HRIS,Database,CRM,Jira"
10dbad13-e7eb-4f1a-b7c1-33bb446fa7d0,Device,IT,Vietnam,Tabithafurt,60.106.2.121,App Server,06:00-16:00,MFA,"HRIS,CRM,Database,VPN"
02ebd9d0-6223-4f36-9586-c9f9941673e1,User,Engineering,Guyana,New Heathershire,181.174.10.20,macOS 13 - Safari,08:00-18:00,Hardware Token,Database
fc9e6986-edda-414e-a4a2-9d4b57f95ae5,User,Sales,New Zealand,Alejandroberg,28.38.205.234,macOS 13 - Edge,07:00-15:00,Password,"CRM,HRIS,GitLab,Database"
81f4f34e-60be-4e46-9273-bbab3137785b,User,IT,Saint Vincent and the Grenadines,Lake Tamara,219.116.111.100,Windows 11 - Safari,08:00-16:00,Password,"Database,GitLab,VPN,CRM"
7051577f-b153-4cc0-adf7-3b528ed12f5b,User,Operations,Grenada,Roblesshire,38.103.212.10,Ubuntu 22.04 - Safari,10:00-18:00,MFA,"Database,Intranet,VPN,Email"
4b49df30-015c-419c-8dba-ce9f572cce50,User,IT,United States Minor Outlying Islands,South Susanchester,41.65.61.156,Ubuntu 22.04 - Firefox,07:00-15:00,MFA,"Email,CRM,HRIS"
a2282162-9dd3-48d6-bae4-f07754449455,User,Finance,Ireland,Wellschester,115.179.91.183,Ubuntu 22.04 - Firefox,08:00-16:00,Biometric,"HRIS,Database,Intranet"
b222c9b4-88c6-48ef-8361-bdf10319ce2a,User,Operations,Burkina Faso,Lukeport,182.103.67.160,Windows 10 - Chrome,06:00-16:00,Biometric,"Database,HRIS,AWS Console,Email"
9b548c40-b138-4bb6-a602-410882238a1e,User,Finance,Armenia,South Russell,152.109.223.46,macOS 13 - Chrome,08:00-16:00,SSO,"VPN,AWS Console,HRIS,Email"
fcc1c8c7-3f52-4473-bb1a-65c2bcbecd6a,User,Marketing,Angola,East Robert,182.123.233.234,Windows 10 - Edge,09:00-18:00,Biometric,Intranet
e4f39ed5-2d66-458a-89f8-fd3e1225bd26,User,HR,Equatorial Guinea,Grimesberg,133.158.208.67,macOS 13 - Edge,11:00-21:00,MFA,"Intranet,Database,GitLab,Jira"
d1a78ede-2f1c-434d-b536-a96b95473378,Device,IT,Taiwan,Seanshire,43.150.106.15,App Server,06:00-15:00,Hardware Token,Email
af2fdbfa-1c87-4ff1-a848-176618904704,User,IT,Uruguay,New Aaronbury,202.106.212.128,Windows 10 - Safari,09:00-19:00,SSO,Database
444d0f7c-7a51-4998-9e04-bbdf8b8de673,Device,IT,Zimbabwe,East Beverly,10.67.192.166,Load Balancer,09:00-17:00,SSO,"Database,Intranet,AWS Console,HRIS"
adc02294-8c0f-4650-92b5-de56fcbed3f3,User,Sales,Grenada,New Jeremyborough,123.95.91.201,macOS 13 - Chrome,09:00-17:00,Biometric,"VPN,Confluence"
754b1ccc-e0bf-4404-af85-61961458d41c,Device,IT,Rwanda,Alvaradoside,141.193.236.142,IoT Sensor,08:00-16:00,SSO,"AWS Console,GitLab,HRIS,Confluence"
8e7b65fe-75cb-46bf-8745-e26f79c5416c,User,Sales,Montserrat,Lake Mark,97.29.246.197,Ubuntu 22.04 - Firefox,07:00-17:00,Biometric,"HRIS,Jira"
784dc0c6-b3e2-4319-9d60-bbe928b7d2ce,User,Operations,Taiwan,Roblesland,144.106.51.246,Windows 11 - Firefox,06:00-14:00,Biometric,Database
fd38964f-7317-4c50-9945-e27f41324f65,User,Sales,South Georgia and the South Sandwich Islands,Oliverberg,63.132.164.163,Ubuntu 22.04 - Edge,06:00-16:00,MFA,"HRIS,Jira"
18a6ba32-0166-44dc-9cf9-725b8119d19d,User,Finance,Burundi,Alvarezport,211.165.51.246,Windows 10 - Firefox,07:00-16:00,SSO,Confluence
afb38985-15ef-4dba-8ee6-14938a8dcca3,User,Sales,South Africa,Jonesmouth,206.253.187.142,Windows 11 - Edge,09:00-18:00,Hardware Token,"AWS Console,CRM,Email"
d664939c-3828-4027-b999-819b73c33429,User,Sales,Ghana,East Paulview,103.165.173.177,Ubuntu 22.04 - Chrome,09:00-17:00,Password,"Jira,Intranet,Database,VPN"
4e2b61b6-9ef4-480c-94ea-0f0be417229d,User,Sales,Antarctica (the territory South of 60 deg S),Port Traceymouth,105.121.219.255,Windows 11 - Firefox,08:00-17:00,Password,"GitLab,Jira,Confluence,Email"
991f2784-7855-44a2-8959-c26437d869ff,User,HR,New Zealand,Carlaview,45.234.36.101,Windows 11 - Safari,11:00-20:00,Biometric,"Email,Confluence,Intranet,AWS Console"
22942161-0b8f-45ee-b7e3-91f277afce8f,User,Executive,Cook Islands,Lake Elizabeth,26.122.137.180,macOS 13 - Firefox,11:00-20:00,Hardware Token,HRIS
81229240-59fe-4755-b312-4ffb5b52bad7,User,Marketing,Slovenia,West Johntown,136.48.193.120,Windows 11 - Chrome,08:00-18:00,SSO,"Confluence,Database,Jira"
f465eeec-8248-4ff4-b8ea-9b53880fb16b,User,Executive,Malawi,Hendersonview,107.152.118.164,Windows 10 - Firefox,07:00-17:00,Biometric,"GitLab,HRIS,Confluence,AWS Console"
964267de-2fe2-4fc6-adb4-18e1d7367ff8,User,Marketing,Tuvalu,South Colleen,55.241.5.226,macOS 13 - Edge,11:00-21:00,Biometric,"Jira,GitLab"
876c6995-5e61-4478-aa9f-b18e45800781,Device,IT,Gabon,Dennisville,49.217.104.141,Database Server,08:00-16:00,MFA,"Jira,VPN,Email"
9bba6cb8-c145-4624-929d-3340b17434ef,User,Operations,Italy,West Charles,9.159.98.30,Windows 10 - Firefox,11:00-19:00,Biometric,"Jira,VPN,Intranet,Email"
acdb1427-d422-4059-8a28-7c7fcdf8cdd6,User,Operations,Namibia,Justinton,120.148.125.34,Windows 11 - Edge,09:00-19:00,Biometric,"VPN,CRM"
ce83fd45-2c70-4294-9900-450c14337ea7,User,Marketing,Japan,Lopezmouth,135.7.230.84,Windows 11 - Safari,11:00-21:00,Password,"Jira,CRM,Intranet"
4a76e33d-5af2-4d32-9812-918becef3948,Device,IT,United States of America,North Brittanychester,39.158.145.170,App Server,06:00-16:00,Biometric,"Jira,CRM,AWS Console,Intranet"
62fbad17-b236-4964-ab42-bea03bb859b4,User,Engineering,Guinea,West Dale,188.30.125.57,Windows 10 - Edge,11:00-19:00,Password,"CRM,Intranet,Confluence,Jira"
3059a190-4594-48e9-9e86-3c71329c98d5,User,Finance,Hungary,Lake Kimberlyside,181.89.247.18,Ubuntu 22.04 - Safari,10:00-20:00,Biometric,"Jira,Intranet,GitLab,Confluence"
5364e086-4b98-4b63-a092-9bfe43bb2dc7,User,Sales,United States Minor Outlying Islands,Lake Loriview,139.72.121.12,macOS 13 - Safari,11:00-19:00,Hardware Token,Database
b6b23a23-3d6b-4c6f-b254-be9b11763d4a,User,Executive,Cameroon,North Deborahfurt,140.213.119.12,Windows 10 - Firefox,07:00-15:00,Biometric,"AWS Console,VPN,Database,Email"
f87fbe58-7822-44ae-a158-0f88df21ecb0,User,Engineering,Aruba,South James,153.127.81.135,macOS 13 - Edge,09:00-19:00,SSO,"Intranet,AWS Console"
51590ff6-56dc-4c69-b9dd-4b674cf580c8,User,Marketing,French Southern Territories,North Glenda,145.143.238.162,macOS 13 - Edge,10:00-18:00,Biometric,"Email,Database,VPN"
