entity_id,entity_type,department,home_country,default_city,default_ip,default_device,preferred_login_window,preferred_auth_method,preferred_resources
4f700416-9edb-496a-9a7d-ec5499fa631f,User,Engineering,Pakistan,Lake Erintown,194.240.156.98,macOS 13 - Firefox,09:00-17:00,SSO,"Jira,VPN,Database,HRIS"
eb8f6066-fca8-419c-867e-a1966eb4cb4f,User,Executive,Chile,Laurenshire,60.25.184.164,macOS 13 - Firefox,09:00-18:00,Biometric,"GitLab,Confluence"
b1454ed5-04ab-4c61-bb64-d55a72cf1cb5,User,Executive,United Arab Emirates,Williamview,116.205.218.72,Windows 11 - Chrome,06:00-14:00,SSO,Database
846f1705-2108-43b7-87d8-deacae866ad8,Device,IT,Gambia,North Mark,223.0.224.75,Network Router,10:00-19:00,MFA,"Intranet,HRIS,Email"
78d1424e-8b52-48e3-905c-0c284aafa609,User,IT,American Samoa,South Donald,192.169.252.170,Windows 11 - Edge,07:00-15:00,Biometric,"Database,HRIS,Intranet"
12cb6f19-9746-4e3e-9be3-bc44a5af4262,Device,IT,Guam,East Steven,88.234.154.162,Network Router,11:00-19:00,Password,"GitLab,CRM"
22d9b28f-6c99-4516-8cd8-d93ac975edd8,User,Finance,British Virgin Islands,Espinozahaven,73.164.240.42,Windows 10 - Firefox,06:00-14:00,Hardware Token,"Email,Database,Intranet,Jira"
1d07ef46-fd83-4755-9dca-1da5cfa4feef,User,Marketing,Serbia,North Melissa,79.118.76.24,Ubuntu 22.04 - Chrome,10:00-18:00,MFA,GitLab
1e9065fc-7271-456b-93ad-c37dfdf72abf,User,Executive,Sweden,West Seanshire,174.139.172.73,Ubuntu 22.04 - Edge,07:00-15:00,SSO,"Intranet,AWS Console,Jira"
5f5d7dd9-6dbb-41e9-93d6-d24bc4fd9b6d,User,IT,Croatia,Piercefurt,23.231.142.41,macOS 13 - Firefox,06:00-14:00,Password,Jira
98b88780-7ed6-45d8-af66-0c068e4ec95a,User,Sales,Sao Tome and Principe,Michellemouth,70.248.238.53,Windows 11 - Safari,09:00-17:00,MFA,"AWS Console,CRM,Email,Intranet"
d86c1314-d043-48aa-b72c-c903b1328e81,User,Engineering,Lao People's Democratic Republic,New Suzanne,109.195.196.207,macOS 13 - Safari,07:00-16:00,Password,"CRM,Database,Jira,HRIS"
4d1a648a-1c9c-4f7b-9d78-a505093960a9,User,IT,Bosnia and Herzegovina,Jimland,117.7.141.102,macOS 13 - Safari,08:00-16:00,Password,"HRIS,GitLab"
7b601215-9739-4985-ba3f-67a813756ba0,User,IT,Aruba,South Jamesfurt,61.140.12.46,Ubuntu 22.04 - Chrome,08:00-17:00,Hardware Token,"CRM,AWS Console"
deaaddfc-7325-4c1e-b491-0bd57d6da98a,User,Finance,Syrian Arab Republic,New Migueltown,53.120.251.84,Ubuntu 22.04 - Safari,07:00-16:00,SSO,"HRIS,Jira,Database"
0235cfd4-b441-4646-8059-b4afd699ae29,User,Operations,Palestinian Territory,Port Teresashire,108.105.163.5,Ubuntu 22.04 - Edge,06:00-15:00,Password,"AWS Console,Database,GitLab,Confluence"
8178a336-fa9f-4831-b7b4-9307e471f60e,User,IT,Namibia,Janiceland,4.30.17.91,Windows 10 - Safari,06:00-16:00,Password,Confluence
8ccb4402-ef0a-4d88-8ae1-353932c601d4,User,Sales,Finland,North Brianview,73.18.42.239,Ubuntu 22.04 - Chrome,08:00-17:00,Hardware Token,"GitLab,Database,Confluence"
fb06b678-9f7c-4ca2-824d-33812f65c935,User,Engineering,Anguilla,Jackberg,179.252.248.183,macOS 13 - Edge,10:00-18:00,Password,"Database,Confluence"
d7318af0-3509-4561-8414-7d87f4a05cb6,User,Finance,Monaco,East Susantown,210.225.173.122,Windows 11 - Firefox,07:00-17:00,Biometric,"VPN,Confluence,Intranet,AWS Console"
c137b9a2-ca4e-4162-b808-090b9d2e0df2,User,Marketing,Guatemala,Port Josephport,146.11.61.67,Windows 11 - Safari,07:00-15:00,Biometric,"HRIS,Email"
22f3f6a5-1dbc-4884-af53-75a968a8172f,User,IT,El Salvador,Williamborough,32.18.140.34,Windows 11 - Firefox,08:00-17:00,Hardware Token,"Database,AWS Console"
cd7d81f0-e6a3-4630-a459-ebdfb563bb66,User,Engineering,Somalia,Palmerborough,150.51.199.192,macOS 13 - Safari,06:00-16:00,Biometric,"Email,AWS Console"
9a5b6de1-7db7-4269-b2dd-0bcc031d3da4,Device,IT,Mayotte,Pattersonfurt,50.50.102.194,IoT Sensor,06:00-14:00,Hardware Token,"Database,AWS Console,CRM,Email"
2e6eb360-508c-437f-9262-430b4437cf96,User,Engineering,Marshall Islands,Lake Nicholasbury,79.45.150.51,macOS 13 - Safari,11:00-19:00,Biometric,"Jira,HRIS"
c60bbce2-3ff6-4157-8960-29ae24727143,User,IT,Northern Mariana Islands,Juanberg,192.200.126.194,Ubuntu 22.04 - Firefox,08:00-17:00,Hardware Token,"Email,Jira,Confluence"
44f9e607-64bf-44e4-89b7-dc69bfd8b078,Device,IT,Liechtenstein,Lake Amanda,178.148.186.37,Database Server,10:00-19:00,SSO,"HRIS,Email"
8c6a7af7-fe15-47ac-8ef3-4b0c6a8a0392,User,Operations,Saint Helena,Davisborough,175.74.195.150,Windows 10 - Safari,11:00-19:00,SSO,Intranet
951abdc9-2a2b-4186-8f10-3ff9a57511a5,User,Operations,Algeria,Tiffanyview,157.52.2.181,Ubuntu 22.04 - Safari,07:00-16:00,Biometric,Jira
12821667-503c-4d1f-916d-5138bf090aeb,User,Sales,Bahrain,Taraburgh,70.251.254.230,Ubuntu 22.04 - Firefox,11:00-21:00,Hardware Token,"AWS Console,Database"
c52a0806-d7ce-4ea7-9c95-7722d295266a,Device,IT,Myanmar,Wattsberg,211.175.151.60,App Server,07:00-16:00,Hardware Token,"Jira,Email,AWS Console,Database"
6ef9ead0-8a79-41df-a7a7-677cfb9036f1,User,Finance,Ecuador,New April,37.82.215.191,macOS 13 - Chrome,08:00-18:00,Password,"Email,Jira,Confluence,HRIS"
62f40bbb-9f63-4278-a675-1570d0d0f67c,User,IT,Guyana,Dannyshire,140.208.107.58,Ubuntu 22.04 - Safari,07:00-16:00,MFA,"Confluence,Email,Intranet"
0b8aef00-6830-49e4-aeb5-cc5c6200d332,User,Marketing,Yemen,Lake Brittanyfurt,42.151.194.185,Ubuntu 22.04 - Chrome,11:00-19:00,Biometric,"Email,GitLab,Intranet,AWS Console"
4e9f4458-dd33-4566-808e-90bc096554c1,User,Sales,Angola,Lake Meganshire,118.135.3.248,Windows 10 - Edge,07:00-17:00,Hardware Token,CRM
a6142b4a-19f2-4c61-b1cc-c38e89a7f1d7,User,Executive,Vanuatu,South Stephen,184.144.122.250,Windows 11 - Firefox,09:00-19:00,SSO,"CRM,AWS Console"
eda50673-de4d-4987-ba5b-377a2a9a4080,User,IT,Lebanon,Michellestad,168.12.213.175,Windows 11 - Safari,11:00-21:00,Password,Email
0ff4ca08-ad43-4880-901f-4af78c2feb65,User,Operations,Palestinian Territory,Ericahaven,77.6.110.181,Windows 11 - Firefox,09:00-19:00,Hardware Token,"Email,VPN"
9dce4133-4925-4f29-bf07-b4ffac654ec9,User,Executive,Chile,Dennisfort,190.117.126.200,Windows 10 - Edge,09:00-19:00,SSO,"AWS Console,Database,GitLab,CRM"
85d6fa4c-cd53-4687-af67-2cfea01c2884,Device,IT,Sierra Leone,Lake Scott,82.77.100.152,Network Router,09:00-19:00,MFA,CRM
0f84470e-784e-4866-933c-cab245a5fbc5,User,Marketing,Finland,Adriennemouth,116.95.78.116,Windows 11 - Edge,06:00-16:00,Hardware Token,"Email,VPN,AWS Console,Database"
94754173-e9c3-4e3b-b89a-1ec83affc2ae,User,HR,Equatorial Guinea,North Joseph,222.30.85.242,Windows 11 - Chrome,06:00-15:00,Biometric,"CRM,HRIS,Email,Intranet"
f93af001-9fe6-4b79-b77c-30065f7dd6d2,User,Engineering,Reunion,New Samanthaview,116.75.220.46,Windows 10 - Edge,09:00-19:00,MFA,"Email,AWS Console,Intranet,VPN"
848c81f1-bd3a-4a76-aa74-96c6041df037,User,HR,Mauritius,Molinatown,121.63.59.221,Windows 10 - Safari,07:00-15:00,MFA,"Confluence,HRIS,AWS Console,Intranet"
ea5cf79b-a160-48e7-b0fd-735c807e2767,User,Marketing,New Caledonia,Lake Victormouth,106.150.116.141,macOS 13 - Firefox,09:00-17:00,Password,"AWS Console,Intranet"
c8185663-4a47-4bd6-aac4-65d456ca548f,User,Engineering,Poland,Port Kirkshire,155.114.3.140,Windows 11 - Chrome,08:00-18:00,SSO,"VPN,Email"
4af31fb6-48ad-4975-978f-f4e8735b1694,User,Engineering,United Kingdom,Port Ronald,15.128.80.161,macOS 13 - Safari,10:00-19:00,MFA,"HRIS,Jira,CRM,Email"
4f9c85a1-ea9b-4475-9127-3a339cab0975,Device,IT,Indonesia,Lake Rachelmouth,91.26.128.12,App Server,07:00-17:00,Password,"Confluence,GitLab"
20d26a15-1442-479c-a577-7cf9e1ab5b0e,Device,IT,Guernsey,Jonathanmouth,194.195.114.171,Database Server,09:00-17:00,SSO,"CRM,GitLab"
aece7c65-5d7c-461b-892f-5ea1e82e3840,User,IT,Mexico,West Amytown,150.169.4.126,Windows 10 - Chrome,10:00-18:00,Biometric,"AWS Console,HRIS"
8cc6bca8-e33d-4137-ac9d-e915b9afc70a,Device,IT,Norfolk Island,Colleenbury,21.173.230.132,Load Balancer,07:00-16:00,Hardware Token,GitLab
b5da32c1-ed55-4e95-82da-66f10ef6354c,User,Engineering,Saint Martin,Montgomerytown,31.9.157.213,macOS 13 - Safari,09:00-17:00,MFA,"Jira,Database"
d5b1e199-a39f-4def-b478-b8cd29264259,User,Sales,Armenia,West Jasonville,97.137.220.122,macOS 13 - Edge,09:00-18:00,SSO,Confluence
bfa28380-2a92-4d21-83fb-e3d214c974b3,User,Sales,Czech Republic,East Sean,153.215.66.138,macOS 13 - Safari,06:00-16:00,Password,"HRIS,CRM,AWS Console"
af9ef7de-dc0c-49db-9a34-3d64dc1aaf62,User,Finance,Latvia,New Matthew,125.235.108.89,macOS 13 - Safari,07:00-16:00,Biometric,"Database,Intranet,Email,GitLab"
50fcf919-9e46-464e-a527-e6a668423ac4,User,HR,Macao,New Joseph,164.115.119.140,macOS 13 - Chrome,10:00-19:00,SSO,"Intranet,GitLab,Confluence,CRM"
952c69ba-eb3d-41d0-9c15-7fe8d0ecd9ac,User,Engineering,Oman,Port Patriciashire,210.197.69.255,Windows 10 - Firefox,09:00-17:00,Biometric,"Jira,AWS Console,HRIS"
8ff2f12d-fee1-4a5e-b23b-3f00cb6187f3,User,Sales,Nigeria,Jamiemouth,179.217.101.65,Ubuntu 22.04 - Safari,07:00-15:00,Hardware Token,"CRM,GitLab"
e4cd3989-7f51-4fc0-a645-e881b91154e3,User,Finance,Angola,Robertborough,99.25.185.221,Windows 10 - Edge,09:00-18:00,MFA,"VPN,Intranet,CRM"
f5284e4c-85a9-4f07-a54d-16475a12efbc,User,Finance,Luxembourg,South Carolfort,108.212.165.237,macOS 13 - Safari,06:00-14:00,SSO,GitLab
9560d1f6-5643-4d8c-a698-aab58387053b,User,Finance,Mayotte,New Lindsaytown,4.158.210.212,macOS 13 - Chrome,07:00-17:00,MFA,"AWS Console,Confluence,Email"
af8ab325-63b4-4cea-b48c-421d0e455686,User,IT,Bulgaria,East Christinahaven,149.34.57.105,Windows 11 - Safari,08:00-17:00,Hardware Token,Confluence
7c798050-9640-4d09-b681-48baaeb4206c,User,Engineering,Kyrgyz Republic,East Andrew,209.25.77.78,Windows 10 - Chrome,09:00-18:00,MFA,"Confluence,Intranet,VPN"
65606d9e-e7ec-4816-84c0-977b51c927d7,User,Executive,Greece,Bryanmouth,14.103.153.87,macOS 13 - Safari,10:00-20:00,Biometric,"GitLab,Database,Email"
b8bdd117-bf8a-44d3-8565-0da529e1bfb4,User,Marketing,Benin,Floreschester,24.159.1.100,Windows 10 - Safari,06:00-14:00,SSO,Confluence
74323da6-4bf5-46d3-8649-8be6d4359ec0,User,Operations,Solomon Islands,East Derek,81.82.177.142,Windows 10 - Firefox,10:00-18:00,Hardware Token,"Intranet,HRIS"
aa5994ae-5fde-4330-84dd-17b74d0c46d0,Device,IT,Kenya,Caseymouth,137.236.219.105,Network Router,09:00-17:00,Biometric,Confluence
117ec6f1-ac17-4ef2-b728-bc896ad768e7,User,HR,Maldives,Shawnville,111.255.33.235,Windows 11 - Chrome,06:00-16:00,SSO,"Email,Intranet"
17c67a20-bb32-47ed-bf11-7488bd0ee2b3,User,Finance,Colombia,Davidburgh,68.189.65.71,macOS 13 - Safari,10:00-18:00,Hardware Token,VPN
26db9ee2-2d62-4554-b446-c89fcf892a11,User,HR,Greenland,Jaychester,144.180.115.55,Windows 11 - Safari,06:00-15:00,SSO,Confluence
5e8f615a-f06d-480b-b45e-75421eca369d,Device,IT,Belize,Hilltown,200.83.56.68,Load Balancer,10:00-19:00,Biometric,"HRIS,AWS Console"
2ee3f6d2-c96f-4d01-83e7-30637010a5ba,User,Sales,Australia,Markburgh,182.98.7.127,Windows 10 - Edge,11:00-19:00,Biometric,"Email,VPN"
621fc0d4-f0a1-470c-8ecd-4ef2a8c8f3ac,User,Sales,Andorra,Lake Dawnfurt,171.69.103.64,Windows 11 - Chrome,06:00-16:00,SSO,"AWS Console,Intranet,Email"
549cb8bb-8181-476c-84b2-dda44ea773dd,Device,IT,North Macedonia,Kellymouth,197.0.65.11,App Server,07:00-17:00,SSO,"Email,VPN,CRM"
3085c760-6a4b-4e27-ba61-3da464d4702e,User,Operations,Northern Mariana Islands,Kochberg,24.245.100.136,Windows 11 - Edge,08:00-16:00,MFA,"AWS Console,VPN,Database"
39e309ac-5b56-4cd7-bdd7-a3370b60b2be,User,IT,Georgia,Lake Christinamouth,81.183.226.170,macOS 13 - Edge,06:00-15:00,SSO,"HRIS,VPN"
22531826-b021-4c39-bb5f-793a652afdc3,User,Marketing,Niue,North Jenniferberg,144.8.106.7,Windows 11 - Firefox,08:00-17:00,MFA,"Email,VPN,Intranet,CRM"
261d6c8f-a4c6-45a2-8197-a1255b82f84a,User,Finance,Grenada,New Jeffreystad,112.170.182.67,Windows 11 - Safari,11:00-20:00,Hardware Token,AWS Console
703a4091-b4aa-484e-9ce9-7ec9cdd314e3,User,Finance,Bahrain,New Jerome,48.107.180.0,macOS 13 - Chrome,07:00-15:00,Biometric,"GitLab,HRIS"
706b32d5-4baf-477e-b55e-b276739b9c96,Device,IT,Greenland,New Steven,39.233.44.162,Network Router,08:00-16:00,Biometric,"Jira,Email"
7e9ecc5c-f6e6-4544-8687-f69d0b191884,User,HR,Lesotho,Maureenview,189.55.68.201,macOS 13 - Chrome,09:00-17:00,Biometric,"Jira,Email"
067ff043-8a78-4659-ad42-8c2187da88e5,Device,IT,Eritrea,Barretthaven,114.49.36.109,Database Server,10:00-19:00,Biometric,"Intranet,VPN,HRIS"
55facf9b-3dc0-47bf-8c61-4a977752590c,User,IT,French Guiana,New Jean,109.211.178.96,Windows 10 - Safari,09:00-18:00,Password,"VPN,AWS Console,Intranet"
2a874ac6-c858-4305-a787-e989528d6f2c,User,Executive,Maldives,West Stephanieburgh,221.218.120.36,Ubuntu 22.04 - Chrome,08:00-18:00,MFA,GitLab
9e0594fb-b986-4ed4-b84e-409709bb01a9,User,IT,Argentina,South Kathleenfurt,14.5.193.23,Windows 11 - Chrome,06:00-15:00,Biometric,GitLab
49d3b5a0-4e1f-49be-a2ff-08384c51c25a,User,Operations,Armenia,Nicholschester,151.85.26.104,macOS 13 - Firefox,09:00-18:00,Hardware Token,"CRM,Database"
104adb28-9a83-4e0a-9131-454854558fe9,User,IT,Ecuador,Wilsonfort,165.208.104.239,Windows 10 - Safari,10:00-18:00,SSO,"CRM,AWS Console"
3752e44c-e11c-42f8-b72c-9f22159205b5,User,Executive,Papua New Guinea,Hudsonshire,39.110.134.235,macOS 13 - Chrome,06:00-15:00,Biometric,"HRIS,GitLab,AWS Console"
f4e48b68-3293-43cf-9040-ca8f6c238d2f,User,Executive,Belarus,South Gary,143.100.76.10,macOS 13 - Chrome,07:00-16:00,Biometric,"AWS Console,GitLab,HRIS,Database"
a11593e2-13e7-4627-b2a6-dd450b22ae2a,User,Sales,Ireland,Johnsonport,183.2.105.33,Ubuntu 22.04 - Firefox,08:00-17:00,SSO,AWS Console
9eb7bd32-f6b0-4f40-850b-478a55ec9cbd,User,Sales,Christmas Island,Juliatown,12.85.105.100,Windows 10 - Firefox,07:00-15:00,MFA,GitLab
b11c8e45-a3d8-417e-815c-1f440515521d,User,IT,Holy See (Vatican City State),New Daletown,136.186.137.38,macOS 13 - Safari,11:00-20:00,MFA,"HRIS,VPN"
c0d38839-74d1-4239-b05e-ed49a3e33641,Device,IT,Malaysia,New Paul,9.118.185.70,Network Router,07:00-17:00,Biometric,HRIS
7d20ebb7-0de6-4e50-bd66-673b151a6f82,User,Sales,Cayman Islands,West Julie,194.217.15.153,Windows 10 - Chrome,07:00-17:00,Password,"Jira,Email,HRIS,CRM"
1d7927cb-e41f-46fe-b829-719bc51e5cef,User,Finance,Jordan,Michellefort,55.95.221.140,macOS 13 - Chrome,08:00-17:00,MFA,"Email,GitLab,AWS Console,HRIS"
78ba4161-8e3b-4938-89b9-29f6165ce73e,User,Sales,Iceland,Port Brandon,75.13.79.216,Windows 10 - Edge,09:00-18:00,MFA,"HRIS,CRM,Confluence"
5d2eb9ab-f24b-4d7b-b820-99be07edc105,User,Marketing,Nigeria,Theresabury,18.231.176.147,macOS 13 - Firefox,07:00-17:00,Biometric,"CRM,Intranet"
e590461e-5731-440f-9c83-f188fadf9024,User,Sales,Jersey,South Laurenchester,59.170.145.204,Ubuntu 22.04 - Edge,07:00-16:00,Password,AWS Console
97cd1edf-26e0-4a91-a11c-35440bd68404,User,Sales,Saint Vincent and the Grenadines,Pamelabury,175.206.65.216,Windows 10 - Edge,08:00-18:00,Hardware Token,"Email,HRIS,GitLab,Jira"
0f70dea5-0ef4-4e8b-8823-d49e165fed4e,User,Engineering,Congo,Wallaceport,77.110.27.231,Windows 11 - Chrome,07:00-15:00,Hardware Token,"AWS Console,Confluence,CRM"
1a44913f-eb5e-4d6f-a095-37b364f48fc4,User,IT,Slovakia (Slovak Republic),Patriciafort,124.245.31.139,Windows 10 - Chrome,06:00-16:00,SSO,"VPN,CRM,Database,Jira"
dfc71280-880a-4fa5-86b6-22e8bf9a73fc,User,Executive,Honduras,South Scottshire,179.163.122.186,macOS 13 - Edge,10:00-19:00,Password,"HRIS,AWS Console,GitLab"
11c7d894-43b7-48a5-85b6-fc576e16db2e,User,Engineering,Senegal,Port Lisashire,222.98.196.196,Ubuntu 22.04 - Firefox,08:00-16:00,Biometric,"Confluence,GitLab,VPN,Intranet"
fa119fc2-c3a4-48d1-8494-b3fa8df0622a,User,Sales,Western Sahara,West Victoriaside,88.119.139.201,macOS 13 - Safari,07:00-15:00,Hardware Token,Email
d0598146-461f-4fde-9e29-aec3811dc308,User,Engineering,Reunion,South Jenniferhaven,186.9.142.13,Windows 10 - Safari,09:00-17:00,Password,"Intranet,Confluence"
c7839fc5-966a-49e8-b80e-e57e828b7fa8,User,Executive,British Virgin Islands,Amyville,97.149.68.123,Ubuntu 22.04 - Chrome,06:00-15:00,MFA,"Jira,Confluence,Database"
c7439bfe-662b-41f9-95e2-d89651537adf,User,Executive,Madagascar,North Emily,208.222.52.166,Windows 10 - Firefox,08:00-18:00,SSO,"Database,AWS Console,GitLab"
302e2b7a-b453-48e0-8efc-f2539d5b71a6,User,HR,Uganda,Hicksburgh,192.51.138.123,Windows 10 - Edge,08:00-16:00,Password,"Jira,HRIS,Confluence,Email"
9a9a96a0-228b-40cc-9798-668d6105d17c,User,IT,Cote d'Ivoire,New Wendytown,33.163.99.110,Ubuntu 22.04 - Firefox,11:00-21:00,Hardware Token,"Database,VPN,Confluence,Jira"
f3e6054a-13f1-4044-becf-a0fffc952bbc,Device,IT,United States Virgin Islands,Teresabury,71.153.218.61,IoT Sensor,11:00-19:00,Hardware Token,"Database,VPN,CRM,Confluence"
052a7310-f802-46b3-96cc-19c8e7fab043,User,Sales,Tonga,Lake Holly,154.191.64.101,Windows 10 - Firefox,10:00-19:00,Hardware Token,"Email,CRM,Confluence,Jira"
6eca3a9d-2553-4f63-8f11-ca1547c33f36,User,Marketing,Israel,North Nicole,102.202.109.64,Windows 11 - Firefox,08:00-16:00,Password,"Email,GitLab,Jira,CRM"
334f6565-0ff5-4e77-a876-8e39624ca0ed,User,Marketing,Ecuador,North Phillipland,48.152.107.18,Windows 10 - Firefox,07:00-16:00,SSO,"GitLab,Email,VPN,Database"
d4889483-d99a-4b27-bc5e-701a824465a7,Device,IT,Philippines,Jonesburgh,87.94.122.35,IoT Sensor,10:00-20:00,Password,Database
b1616c88-283e-47e4-bb1f-04a38feaa6c2,User,Marketing,Libyan Arab Jamahiriya,Gilmorechester,211.200.227.0,Ubuntu 22.04 - Firefox,06:00-14:00,Hardware Token,"Confluence,Database,HRIS"
7b4d30a9-31ee-4ec9-b88a-b5305f390e47,User,HR,Finland,South Keith,87.139.70.20,Windows 11 - Firefox,09:00-19:00,SSO,Email
d3c51dde-4993-4b01-a822-291c409c3207,User,HR,Malta,Mathismouth,17.48.81.196,Windows 11 - Firefox,09:00-17:00,Hardware Token,"AWS Console,GitLab,HRIS,CRM"
dcd396c4-5c93-4991-bbd7-68d1ecbe67e8,User,HR,Djibouti,Sonyatown,5.112.55.178,macOS 13 - Firefox,11:00-21:00,Hardware Token,"CRM,Intranet,Database,Jira"
b63d24ac-e5a8-4a19-9786-d74efc1a14b5,Device,IT,Barbados,Thompsonfurt,186.225.222.255,App Server,07:00-17:00,Password,"GitLab,AWS Console,VPN"
f00518f2-6015-4515-afaa-430ce0ad491d,User,HR,Turkey,Riveratown,162.173.134.248,Windows 10 - Safari,10:00-20:00,Password,"GitLab,CRM"
b982c2cf-23ad-4479-8ba6-4ccf50a2f83a,Device,IT,Italy,Jessicaberg,37.33.246.218,App Server,10:00-20:00,Password,HRIS
c44f2d52-4211-42d3-bc6f-1865d3aaed56,User,Finance,Seychelles,Dorothyside,29.162.44.191,macOS 13 - Edge,10:00-20:00,SSO,Email
37bd99cb-dc22-41b2-8a28-0439b33aecb9,User,Sales,Bulgaria,Lake Jessica,139.24.70.200,macOS 13 - Chrome,09:00-19:00,Hardware Token,Database
08dff2b5-a489-4ea2-adf7-65c2b5b6f4d0,User,Engineering,Serbia,North David,76.39.70.160,Ubuntu 22.04 - Firefox,08:00-17:00,SSO,AWS Console
173b92e7-db93-4cc9-bc7f-6dd2b978a538,User,Engineering,Monaco,Bensonfurt,2.207.164.109,macOS 13 - Safari,06:00-14:00,Hardware Token,"HRIS,Email,Database"
4e1b0d6e-a3f1-4e37-bb98-5be68c44fb54,User,Finance,New Caledonia,Port Jennifershire,106.69.220.62,Windows 10 - Edge,07:00-15:00,Biometric,"CRM,HRIS"
511feaeb-904a-4b5d-8c20-47b8c078a895,User,Marketing,Saudi Arabia,Crossburgh,24.211.196.135,Ubuntu 22.04 - Safari,11:00-21:00,Password,"Email,VPN,AWS Console,Database"
05c48890-cdf4-4bf8-bc76-e18bff77685f,User,Marketing,Argentina,Marcustown,107.222.118.70,Windows 10 - Edge,06:00-15:00,MFA,"Confluence,AWS Console,VPN"
997dece3-b7e3-4ec8-855d-f9970d895163,Device,IT,Ethiopia,Lake Brendashire,67.248.248.2,App Server,09:00-19:00,MFA,Intranet
6c9a002c-929e-4341-a6ff-cb6aceef8a94,User,Executive,Botswana,Port Lisa,49.217.22.118,Windows 10 - Firefox,11:00-20:00,Biometric,"HRIS,Email,Confluence,Jira"
5279f598-b747-407d-9071-29465d9c5d1b,User,IT,Svalbard & Jan Mayen Islands,Sullivanville,210.92.185.234,Windows 10 - Chrome,06:00-16:00,SSO,"Jira,HRIS,AWS Console,CRM"
5353dd4e-971e-4eca-abe5-2e9b8fd3f7c9,User,IT,Albania,Rebeccabury,37.130.52.127,Windows 11 - Chrome,10:00-19:00,MFA,"AWS Console,Jira,GitLab,VPN"
